LncRNA	GenBank	GenBank Link	NONCODE ID	NONCODE Link	Phenotype	OMIM ID	OMIM Link	Enviromental Factor (EF)	KEGG Entry	KEGG Link	DrugBank Entry	DrugBank Link	ChEBI Entry	ChEBI Link	Condition of EF	Sample	Species	Evidence	PubMed ID	PumMed Link		
GAS5	NR_002578.2	http://www.ncbi.nlm.nih.gov/nuccore/NR_002578.2	NONHSAT007662.2	http://www.noncode.org/show_rna.php?id=NONHSAT007662&version=2&utd=1#	Prostate Cancer	176807	http://www.omim.org/entry/176807?search=Prostate%20Cancer&highlight=prostatic%20prostate%20cancerous%20cancer	Dihydrotestosterone (DHT)	D07456	http://www.genome.jp/dbget-bin/www_bget?drug:D07456	DB02901	https://www.drugbank.ca/drugs/DB02901	16330	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=16330	DHT treatment	LNCaP cell line	Human	up-regulated	27556357	https://www.ncbi.nlm.nih.gov/pubmed/?term=27556357		
GAS5	NR_002578.2	http://www.ncbi.nlm.nih.gov/nuccore/NR_002578.2	NONHSAT007662.2	http://www.noncode.org/show_rna.php?id=NONHSAT007662&version=2&utd=1#	skin cancer	N/A	N/A	2-O-methylmagnolol (MM1)	N/A	N/A	N/A	N/A	N/A	N/A	MM1-treatment	A375 and A431?cell lines	Human	GAS5 was increased in MM1-treated cells, and inhibition of lncRNA GAS5 inhibited MM1-induced apoptosis. Conversely, overexpression of lncRNA GAS5 inhibited cell proliferation and promoted cell apoptosis in skin cancer cells.	28252643	https://www.ncbi.nlm.nih.gov/pubmed/?term=28252643		
GAS5	NR_002578.2	http://www.ncbi.nlm.nih.gov/nuccore/NR_002578.2	NONHSAT007662.2	http://www.noncode.org/show_rna.php?id=NONHSAT007662&version=2&utd=1#	Nonsense-Mediated Decay	N/A	N/A	G418	C17703	http://www.genome.jp/dbget-bin/www_bget?cpd:C17703	DB04263	https://www.drugbank.ca/drugs/DB04263	42768	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:42768	G418 treatment	CEM-C7 and Jurkat cell lines	Human	Downregulation of GAS5 significantly alleviated the inhibitory effects of G418 (0.5?¦Ìg/mL) on colony forming ability in CEM-C7 (2-fold) and Jurkat cells (1.9-fold).	24319682	https://www.ncbi.nlm.nih.gov/pubmed/?term=24319682		
GAS5	NR_002578.2	http://www.ncbi.nlm.nih.gov/nuccore/NR_002578.2	NONHSAT007662.2	http://www.noncode.org/show_rna.php?id=NONHSAT007662&version=2&utd=1#	Malignant pleural mesothelioma (MPM)	156240	http://www.omim.org/entry/156240?search=Malignant%20pleural%20mesothelioma%20%28MPM%29&highlight=pleural%20mesothelioma%20mpm%20malignant%20pleura	HhAntag	N/A	N/A	N/A	N/A	N/A	N/A	HhAntag treatment	ZL55SPT and SDM103T2 cell lines	Human	Treated during 48?h with HhAntag, a significant increase of GAS5 lncRNA levels and of the number of quiescent, ki67 negative (G0) cells was observed.	24885398	https://www.ncbi.nlm.nih.gov/pubmed/?term=24885398		
GAS5	NR_002578.2	http://www.ncbi.nlm.nih.gov/nuccore/NR_002578.2	NONHSAT007662.2	http://www.noncode.org/show_rna.php?id=NONHSAT007662&version=2&utd=1#	Prostate Cancer	176807	http://www.omim.org/entry/176807?search=Prostate%20Cancer&highlight=prostatic%20prostate%20cancerous%20cancer	Nutlin-3a	N/A	N/A	N/A	N/A	N/A	N/A	Nutlin-3a exposure (10 ¦ÌM)	22Rv1 and PC-3 parental cell lines	Human	Reductions in cellular GAS5 levels diminished apoptosis induction and loss of culture viability upon exposure to the chemotherapeutic drugs docetaxel, nutlin-4a and mitoxantrone.?	23676682	https://www.ncbi.nlm.nih.gov/pubmed/?term=23676682		
GAS5	NR_002578.2	http://www.ncbi.nlm.nih.gov/nuccore/NR_002578.2	NONHSAT007662.2	http://www.noncode.org/show_rna.php?id=NONHSAT007662&version=2&utd=1#	Malignant pleural mesothelioma (MPM)	156240	http://www.omim.org/entry/156240?search=Malignant%20pleural%20mesothelioma%20%28MPM%29&highlight=pleural%20mesothelioma%20mpm%20malignant%20pleura	NVP-BEZ235	N/A	N/A	N/A	N/A	71952	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:71952	NVP-BEZ235 treatment	ZL55SPT and SDM103T2 cell lines	Human	A significant increase of GAS5 levels was observed after treatment of ZL55SPT and SDM103T2 to NVP-BEZ235.	24885398	https://www.ncbi.nlm.nih.gov/pubmed/?term=24885398		
GAS5	NR_002578.2	http://www.ncbi.nlm.nih.gov/nuccore/NR_002578.2	NONHSAT007662.2	http://www.noncode.org/show_rna.php?id=NONHSAT007662&version=2&utd=1#	Breast Cancer	114480	http://www.omim.org/entry/114480?search=Breast%20Cancer&highlight=cancerous%20breast%20cancer	UV-C	N/A	N/A	N/A	N/A	N/A	N/A	UV-C exposure	MCF7, T-47D and MDA-MB-231 cell lines	Human	GAS5 knockdown attenuated apoptosis induction by UV-C irradiation.?	24789445	https://www.ncbi.nlm.nih.gov/pubmed/?term=24789445		
GAS5	NR_002578.2	http://www.ncbi.nlm.nih.gov/nuccore/NR_002578.2	NONHSAT007662.2	http://www.noncode.org/show_rna.php?id=NONHSAT007662&version=2&utd=1#	Prostate Cancer	176807	http://www.omim.org/entry/176807?search=Prostate%20Cancer&highlight=prostatic%20prostate%20cancerous%20cancer	UV-C	N/A	N/A	N/A	N/A	N/A	N/A	UV-C exposure	22Rv1 and PC-3 parental cell lines	Human	Down-regulation of GAS5 inhibits apoptosis induction consequent upon UV-C irradiation.	23676682	https://www.ncbi.nlm.nih.gov/pubmed/?term=23676682		
GAS5	NR_002578.2	http://www.ncbi.nlm.nih.gov/nuccore/NR_002578.2	NONHSAT007662.2	http://www.noncode.org/show_rna.php?id=NONHSAT007662&version=2&utd=1#	Breast Cancer	114480	http://www.omim.org/entry/114480?search=Breast%20Cancer&highlight=cancerous%20breast%20cancer	¦Ã-ray irradiation	N/A	N/A	N/A	N/A	N/A	N/A	¦Ã-ray irradiation treatment	MCF7 cell line	Human	up-regulated	22487937	https://www.ncbi.nlm.nih.gov/pubmed/?term=22487937		
GAS5	NR_002578.2	http://www.ncbi.nlm.nih.gov/nuccore/NR_002578.2	NONHSAT007662.2	http://www.noncode.org/show_rna.php?id=NONHSAT007662&version=2&utd=1#	Cervical Cancer	603956	http://www.omim.org/entry/603956?search=Cervical%20Cancer&highlight=cancerous%20cervical%20cancer	¦Ã-ray irradiation	N/A	N/A	N/A	N/A	N/A	N/A	¦Ã-ray irradiation treatment	HeLa cell line	Human	up-regulated	22487937	https://www.ncbi.nlm.nih.gov/pubmed/?term=22487937		
GAS5-AS1	NR_002578.2	http://www.ncbi.nlm.nih.gov/nuccore/NR_002578.2	NONHSAT225709.1	http://www.noncode.org/show_rna.php?id=NONHSAT225709&version=1&utd=1#	Non-small-cell Lung Cancer	211980	http://www.omim.org/entry/211980?search=Non-Small%20Cell%20Lung%20Cancer&highlight=non%20cancer%20nonsmall%20cell%20cancerous%20lung%20small%20pulmonary%20pulmonic	SAHA	N/A	N/A	DB02546	https://www.drugbank.ca/drugs/DB02546	45716	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=45716	SAHA treatment	H1299 and PC-9 cell lines	Human	The expression levels of GAS5-AS1 were significantly upregulated by both SAHA and panobinostat in a dose-dependent manner.	27489122	https://www.ncbi.nlm.nih.gov/pubmed/?term=27489122		
GAS5-AS1	NR_002578.2	http://www.ncbi.nlm.nih.gov/nuccore/NR_002578.2	NONHSAT225709.1	http://www.noncode.org/show_rna.php?id=NONHSAT225709&version=1&utd=1#	Non-small-cell Lung Cancer	211980	http://www.omim.org/entry/211980?search=Non-Small%20Cell%20Lung%20Cancer&highlight=non%20cancer%20nonsmall%20cell%20cancerous%20lung%20small%20pulmonary%20pulmonic	Panobinostat	D10019	http://www.genome.jp/dbget-bin/www_bget?drug:D10019	DB06603	https://www.drugbank.ca/drugs/DB06603	85990	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=85990	Panobinostat treatment	H1299 and PC-9 cell lines	Human	The expression levels of GAS5-AS1 were significantly upregulated by both SAHA and panobinostat in a dose-dependent manner.	27489122	https://www.ncbi.nlm.nih.gov/pubmed/?term=27489122		
GBP1P1	NR_003133.2	https://www.ncbi.nlm.nih.gov/nuccore/NR_003133.2	N/A	N/A	Osteoarthritis	140600	http://www.omim.org/entry/140600?search=Osteoarthritis&highlight=osteoarthriti	Interleukin-1¦Â (IL-1¦Â)	N/A	N/A	N/A	N/A	N/A	N/A	Interleukin-1¦Â (IL-1¦Â) stimulation	patients with hip OA, knee OA and fracture of the neck of the femur without OA.	Human	up-regulated	27023358	https://www.ncbi.nlm.nih.gov/pubmed/?term=27023358		
GHET1	NR_130107.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_130107.1	NONHSAT253766.1	http://www.noncode.org/show_rna.php?id=NONHSAT253766&version=1&utd=1#	Gastric Cancer	613659	http://www.omim.org/entry/613659?search=Gastric%20Cancer&highlight=gastric%20cancerous%20cancer	Cisplatin	C06911	http://www.kegg.jp/dbget-bin/www_bget?C06911	DB00515	https://www.drugbank.ca/drugs/DB00515	27899	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=27899	Cisplatin treatment	BGC823 and SGC7901 cell lines	Human	Overexpression of GHET1 reduced sensitivity of BGC823 and SGC7901 cells to cisplatin.	28578256	https://www.ncbi.nlm.nih.gov/pubmed/?term=28578256		
GLGA8B	N/A	N/A	N/A	N/A	Prostate Cancer	176807	http://www.omim.org/entry/176807?search=Prostate%20Cancer&highlight=prostatic%20prostate%20cancerous%20cancer	Dihydrotestosterone (DHT)	D07456	http://www.genome.jp/dbget-bin/www_bget?drug:D07456	DB02901	https://www.drugbank.ca/drugs/DB02901	16330	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=16330	DHT treatment	LNCaP cell line	Human	up-regulated	27556357	https://www.ncbi.nlm.nih.gov/pubmed/?term=27556357		
Gm14005	NR_028589.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_028589.1	NONMMUT039727.2	http://www.noncode.org/show_rna.php?id=NONMMUT039727&version=2&utd=1#	Left ventricular Hypertrophy	N/A	N/A	JQ1	N/A	N/A	N/A	N/A	137113	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:137113	JQ1 treatment	Wild-type and adenosine A2A receptor overexpressing mice	Mouse	Cardioprotective drug JQ1 decreased 2900055J20Rik and Gm14005 expression by 2.2- and 1.6-fold.	25382655	https://www.ncbi.nlm.nih.gov/pubmed/?term=25382655		
Gomafu	NR_033657.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_033657.1	NONHSAT192181.1	http://www.noncode.org/show_rna.php?id=NONHSAT192181&version=1&utd=1#	Hyperactive Behiviors	N/A	N/A	Methamphetamine	C07164	http://www.genome.jp/dbget-bin/www_bget?cpd:C07164	DB01577	https://www.drugbank.ca/drugs/DB01577	6809	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=6809	MAP treatment(1?mg kg¨C1)	Gomafu KO mice	Mouse	Gomafu KO led to an increase in MAP-induced dopaminergic neurotransmission in the nucleus accumbens	27251103	https://www.ncbi.nlm.nih.gov/pubmed/?term=27251103		
Gomafu	NR_033657.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_033657.1	NONHSAT192181.1	http://www.noncode.org/show_rna.php?id=NONHSAT192181&version=1&utd=1#	Neuropsychiatric Disorders	617532	http://www.omim.org/entry/617532?search=Neuropsychiatric%20Disorders&highlight=disorder%20neuropsychiatric	White Noise	N/A	N/A	N/A	N/A	N/A	N/A	six pairings of a 2-minute 80 dB	C57BL/6 male mice	Mouse	down-regulated	25792222	https://www.ncbi.nlm.nih.gov/pubmed/?term=25792222		
GSTM4	NR_024538.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_024538.1	NONHSAT192181.1	http://www.noncode.org/show_rna.php?id=NONHSAT192181&version=1&utd=1#	Lung Squamous Cell Carcinoma	211980	http://www.omim.org/entry/211980?search=Lung%20Squamous%20Cell%20Carcinoma&highlight=carcinomatous%20cell%20squamous%20lung%20carcinoma%20pulmonary%20pulmonic	Cisplatin	C06911	http://www.kegg.jp/dbget-bin/www_bget?C06911	DB00515	https://www.drugbank.ca/drugs/DB00515	27899	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=27899	Cisplatin treatment	Lung SCC patients	Human	up-regulated	25250788	https://www.ncbi.nlm.nih.gov/pubmed/?term=25250788		
GTSCR1	N/A	N/A	NONHSAT238951.1	http://www.noncode.org/show_rna.php?id=NONHSAT238951&version=1&utd=1#	Prostate Cancer	176807	http://www.omim.org/entry/176807?search=Prostate%20Cancer&highlight=prostatic%20prostate%20cancerous%20cancer	Dihydrotestosterone (DHT)	D07456	http://www.genome.jp/dbget-bin/www_bget?drug:D07456	DB02901	https://www.drugbank.ca/drugs/DB02901	16330	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=16330	DHT treatment	LNCaP cell line	Human	down-regulated	27556357	https://www.ncbi.nlm.nih.gov/pubmed/?term=27556357		
GUCY2GP	NR_028134.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_028134.1	N/A	N/A	Nasopharyngeal Carcinoma	617075	http://www.omim.org/entry/617075?search=Nasopharyngeal%20Carcinoma&highlight=nasopharynx%20nasopharyngeal%20carcinomatous%20carcinoma	Curcumin	C10443	http://www.kegg.jp/dbget-bin/www_bget?C10443	DB11672	https://www.drugbank.ca/drugs/DB11672	3962	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=3962	Curcumin treatemnt (10 micro mol L-1 Cur for 24 h)	CNE-2 cell line	Human	Cur has radiosensitizing effect on human nasopharyngeal carcinoma CNE-2 cells. In the Cur group, the GUCY2GP, H2BFXP, LINC00623 IncRNA were significantly up-regulated and ZRANB2-AS2 LOC100506835, FLJ36000 IncRNA were significantly down-regulated.	24946557	https://www.ncbi.nlm.nih.gov/pubmed/?term=24946557		
GUCY2GP	NR_028134.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_028134.1	N/A	N/A	Nasopharyngeal Carcinoma	617075	http://www.omim.org/entry/617075?search=Nasopharyngeal%20Carcinoma&highlight=nasopharynx%20nasopharyngeal%20carcinomatous%20carcinoma	Radiation	N/A	N/A	N/A	N/A	N/A	N/A	Radiation treatment	CNE-2 cell line	Human	Cur has radiosensitizing effect on human nasopharyngeal carcinoma CNE-2 cells. In the Cur group, the GUCY2GP, H2BFXP, LINC00623 IncRNA were significantly up-regulated and ZRANB2-AS2 LOC100506835, FLJ36000 IncRNA were significantly down-regulated.	24946557	https://www.ncbi.nlm.nih.gov/pubmed/?term=24946557		
GUSBP5	NR_003675.2	https://www.ncbi.nlm.nih.gov/nuccore/NR_003675.2	NONHSAT098565.2	http://www.noncode.org/show_rna.php?id=NONHSAT098565&version=2&utd=1#	Osteoarthritis	140600	http://www.omim.org/entry/140600?search=Osteoarthritis&highlight=osteoarthriti	Interleukin-1¦Â (IL-1¦Â)	N/A	N/A	N/A	N/A	N/A	N/A	Interleukin-1¦Â (IL-1¦Â) stimulation	patients with hip OA, knee OA and fracture of the neck of the femur without OA.	Human	down-regulated	27023358	https://www.ncbi.nlm.nih.gov/pubmed/?term=27023358		
H19	NR_002196.33	https://www.ncbi.nlm.nih.gov/nuccore/NR_002196.33	NONHSAT017460.2	http://www.noncode.org/show_rna.php?id=NONHSAT017460&version=2&utd=1#	Colon Cancer	114500	http://www.omim.org/entry/114500?search=Colon%20Cancer&highlight=colonic%20colon%20cancerous%20cancer	1,25(OH)2D3	D00129??	http://www.genome.jp/dbget-bin/www_bget?drug:D00129	DB00136	https://www.drugbank.ca/drugs/DB00136	17823	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17823	1,25(OH)2D3 treatment	HT-29 and DLD-1 cell lines	Human	H19 overexpression induced resistance to the treatment with 1,25(OH)2D3 both in vitro and in vivo.	28189050	https://www.ncbi.nlm.nih.gov/pubmed/?term=28189050		
H19	NR_002196.33	https://www.ncbi.nlm.nih.gov/nuccore/NR_002196.33	NONHSAT017460.2	http://www.noncode.org/show_rna.php?id=NONHSAT017460&version=2&utd=1#	Lung Cancer	211980	http://www.omim.org/entry/211980?search=Lung%20Adenocarcinoma&highlight=lung%20pulmonary%20adenocarcinomatous%20adenocarcinoma%20pulmonic	Cisplatin	C06911	http://www.kegg.jp/dbget-bin/www_bget?C06911	DB00515	https://www.drugbank.ca/drugs/DB00515	27899	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=27899	Cisplatin treatment	A549/DDP cell line	Human	Knockdown of H19 restored the response of A549/DDP cells to cisplatin.	27911863	https://www.ncbi.nlm.nih.gov/pubmed/?term=27911863		
H19	NR_002196.33	https://www.ncbi.nlm.nih.gov/nuccore/NR_002196.33	NONHSAT017460.2	http://www.noncode.org/show_rna.php?id=NONHSAT017460&version=2&utd=1#	Colorectal Cancer	114500	http://www.omim.org/entry/114500?search=Colon%20Cancer&highlight=colonic%20colon%20cancerous%20cancer	Methotrexate(MTX)	D00142	http://www.genome.jp/dbget-bin/www_bget?drug:D00142	DB00563	https://www.drugbank.ca/drugs/DB00563	44185	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=44185	MTX therapy	HT-29-R cell line 	Human	H19 knockdown sensitized the MTX resistance in HT-29-R cells.	27919747	https://www.ncbi.nlm.nih.gov/pubmed/?term=27919747		
H19	NR_002196.33	https://www.ncbi.nlm.nih.gov/nuccore/NR_002196.33	NONHSAT017460.2	http://www.noncode.org/show_rna.php?id=NONHSAT017460&version=2&utd=1#	cleft palate	119530	http://www.omim.org/entry/119530?search=cleft%20palate&highlight=cleft%20palate	All-trans?retinoic acid (atRA)	D00094	http://www.genome.jp/dbget-bin/www_bget?drug:D00094	DB00755	https://www.drugbank.ca/drugs/DB00755	15367	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=15367	atRA treatment	C57BL/6 female (F) and 10 male (M) mice	Mouse	The expression of lncRNA H19 and IGF2 were embryo age-related differences between atRNA-treated and control mice.	27307343	https://www.ncbi.nlm.nih.gov/pubmed/?term=27307343		
H19	NR_002196.33	https://www.ncbi.nlm.nih.gov/nuccore/NR_002196.33	NONHSAT017460.2	http://www.noncode.org/show_rna.php?id=NONHSAT017460&version=2&utd=1#	Glioma	137800	http://www.omim.org/entry/137800?search=Glioblastoma&highlight=glioblastoma	Temozolomide	D06067	http://www.genome.jp/dbget-bin/www_bget?drug:D06067	DB00853	https://www.drugbank.ca/drugs/DB00853	72564	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=72564	Temozolomide treatment	U87 and U251 cell lines	Human	Si-H19 transfection in U87TMZ?and U251TMZ?cells rendered both cell lines more sensitive to TMZ-mediated cytotoxicity.	27366087	https://www.ncbi.nlm.nih.gov/pubmed/?term=27366087		
H19	NR_002196.33	https://www.ncbi.nlm.nih.gov/nuccore/NR_002196.33	NONHSAT017460.2	http://www.noncode.org/show_rna.php?id=NONHSAT017460&version=2&utd=1#	Glioma	137800	http://www.omim.org/entry/137800?search=Glioblastoma&highlight=glioblastoma	Temozolomide	D06067	http://www.genome.jp/dbget-bin/www_bget?drug:D06067	DB00853	https://www.drugbank.ca/drugs/DB00853	72564	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=72564	Temozolomide treatment	U87TMZ?and U251TMZ cell lines	Human	si-H19 transfection in U87TMZ?and U251TMZ?cells rendered both cell lines more sensitive to TMZ-mediated cytotoxicity.	27366087	https://www.ncbi.nlm.nih.gov/pubmed/?term=27366087		
H19	NR_002196.33	https://www.ncbi.nlm.nih.gov/nuccore/NR_002196.33	NONHSAT017460.2	http://www.noncode.org/show_rna.php?id=NONHSAT017460&version=2&utd=1#	Infertility	N/A	N/A	Temozolomide	D06067	http://www.genome.jp/dbget-bin/www_bget?drug:D06067	DB00853	https://www.drugbank.ca/drugs/DB00853	72564	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=72564	Temozolomide treatment (290 mg/day during 5 days)	A 27?years old patient with anaplastic oligodendroglioma	Human	10?% loss of methylation in?H19-DMR in patient spermatozoa recovered 198?days after the end of the treatment.	23652788	https://www.ncbi.nlm.nih.gov/pubmed/?term=23652788		
H19	NR_002196.33	https://www.ncbi.nlm.nih.gov/nuccore/NR_002196.33	NONHSAT017460.2	http://www.noncode.org/show_rna.php?id=NONHSAT017460&version=2&utd=1#	Hepatocellular Carcinoma	114550	http://www.omim.org/entry/114550?search=HCC&highlight=hcc	Doxorubicin	C01661	http://www.kegg.jp/dbget-bin/www_bget?C01661	DB00997	https://www.drugbank.ca/drugs/DB00997	28748	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=28748	Doxorubicin treatment	HepG2 parent cells and R-HepG2 cells	Human	H19?knockdown by transfection with antisense?H19?oligonucleotides suppressed the?MDR1/P-glycoprotein expression, increased the cellular doxorubicin accumulation level and sensitized doxorubicin toxicity in both HepG2 parent cells and R-HepG2 cells.?	17297456	https://www.ncbi.nlm.nih.gov/pubmed/?term=17297456		
H19	NR_002196.33	https://www.ncbi.nlm.nih.gov/nuccore/NR_002196.33	NONHSAT017460.2	http://www.noncode.org/show_rna.php?id=NONHSAT017460&version=2&utd=1#	ER¦Á-positive breast cancer	N/A	N/A	Paclitaxel	D00491	http://www.kegg.jp/dbget-bin/www_bget?D00491	DB01229	https://www.drugbank.ca/drugs/DB01229	45863	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=45863	paclitaxel treatment	MCF-7S and ZR-75-1S cell lines	Human	Cells that expressed higher levels of lncRNA H19 showed resistance to PTX treatment.?	27845892	https://www.ncbi.nlm.nih.gov/pubmed/?term=27845892		
H19	NR_002196.33	https://www.ncbi.nlm.nih.gov/nuccore/NR_002196.33	NONHSAT017460.2	http://www.noncode.org/show_rna.php?id=NONHSAT017460&version=2&utd=1#	Prostate Cancer	176807	http://www.omim.org/entry/176807?search=Prostate%20Cancer&highlight=prostatic%20prostate%20cancerous%20cancer	Dihydrotestosterone (DHT)	D07456	http://www.genome.jp/dbget-bin/www_bget?drug:D07456	DB02901	https://www.drugbank.ca/drugs/DB02901	16330	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=16330	DHT treatment (10?8 M)	LNCaP cell line	Human	In these conditions, PRL increased?H19?expression, but DHT reduced it.?	15525575	https://www.ncbi.nlm.nih.gov/pubmed/?term=15525575		
H19	NR_002196.33	https://www.ncbi.nlm.nih.gov/nuccore/NR_002196.33	NONHSAT017460.2	http://www.noncode.org/show_rna.php?id=NONHSAT017460&version=2&utd=1#	Skin Tumor	N/A	N/A	Vitamin D	C12919	http://www.kegg.jp/dbget-bin/www_bget?C12919	DB11094	https://www.drugbank.ca/drugs/DB11094	N/A	N/A	Vitamin D receptor?knock out?	VDR?/?  mouse keratinocytes 	Mouse	up-regulated	24342142	https://www.ncbi.nlm.nih.gov/pubmed/?term=24342142		
